huc08,huc08_name,huc06_name,huc04_name,huc02_name,huc08_states,huc08_areasqkm
16060012,Hot Creek-Railroad Valleys,Central Nevada Desert Basins,Central Nevada Desert Basins,Great Basin Region,NV,12224.1
16060013,Cactus-Sarcobatus Flats,Central Nevada Desert Basins,Central Nevada Desert Basins,Great Basin Region,NV,7140.92
16060014,Sand Spring-Tikaboo Valleys,Central Nevada Desert Basins,Central Nevada Desert Basins,Great Basin Region,NV,13290.41
16060015,Ivanpah-Pahrump Valleys,Central Nevada Desert Basins,Central Nevada Desert Basins,Great Basin Region,"CA,NV",7415.51
17010101,Middle Kootenai,Kootenai,Kootenai-Pend Oreille-Spokane,Pacific Northwest Region,"CN,ID,MT",9537.2
17010102,Fisher,Kootenai,Kootenai-Pend Oreille-Spokane,Pacific Northwest Region,MT,2182.97
17010103,Yaak,Kootenai,Kootenai-Pend Oreille-Spokane,Pacific Northwest Region,"CN,ID,MT",2050.6
17010104,Lower Kootenai,Kootenai,Kootenai-Pend Oreille-Spokane,Pacific Northwest Region,"CN,ID,MT",9700.1
17010105,Moyie,Kootenai,Kootenai-Pend Oreille-Spokane,Pacific Northwest Region,"CN,ID,MT",2031.68
17010106,Elk,Kootenai,Kootenai-Pend Oreille-Spokane,Pacific Northwest Region,"CN,MT",4414.76
17010107,Headwaters Kootenai River,Kootenai,Kootenai-Pend Oreille-Spokane,Pacific Northwest Region,CN,
17010108,Upper Kootenai River,Kootenai,Kootenai-Pend Oreille-Spokane,Pacific Northwest Region,CN,6599.24
17010109,Duncan River,Kootenai,Kootenai-Pend Oreille-Spokane,Pacific Northwest Region,CN,
17010110,Slocan River,Kootenai,Kootenai-Pend Oreille-Spokane,Pacific Northwest Region,CN,3430.97
17010201,Upper Clark Fork,Pend Oreille,Kootenai-Pend Oreille-Spokane,Pacific Northwest Region,MT,4856.24
17010202,Flint-Rock,Pend Oreille,Kootenai-Pend Oreille-Spokane,Pacific Northwest Region,MT,4712.86
17010203,Blackfoot,Pend Oreille,Kootenai-Pend Oreille-Spokane,Pacific Northwest Region,MT,5990.08
17010204,Middle Clark Fork,Pend Oreille,Kootenai-Pend Oreille-Spokane,Pacific Northwest Region,"ID,MT",5140.06
17010205,Bitterroot,Pend Oreille,Kootenai-Pend Oreille-Spokane,Pacific Northwest Region,"ID,MT",7401.71
17010206,North Fork Flathead,Pend Oreille,Kootenai-Pend Oreille-Spokane,Pacific Northwest Region,"CN,MT",4057.75
17010207,Middle Fork Flathead,Pend Oreille,Kootenai-Pend Oreille-Spokane,Pacific Northwest Region,MT,2939.44
17010208,Flathead Lake,Pend Oreille,Kootenai-Pend Oreille-Spokane,Pacific Northwest Region,MT,3084.46
17010209,South Fork Flathead,Pend Oreille,Kootenai-Pend Oreille-Spokane,Pacific Northwest Region,MT,4340.52
17010210,Stillwater,Pend Oreille,Kootenai-Pend Oreille-Spokane,Pacific Northwest Region,MT,2018.38
17010211,Swan,Pend Oreille,Kootenai-Pend Oreille-Spokane,Pacific Northwest Region,MT,1888.1
17010212,Lower Flathead,Pend Oreille,Kootenai-Pend Oreille-Spokane,Pacific Northwest Region,MT,5202.81
17010213,Lower Clark Fork,Pend Oreille,Kootenai-Pend Oreille-Spokane,Pacific Northwest Region,"ID,MT",6051.77
17010214,Pend Oreille Lake,Pend Oreille,Kootenai-Pend Oreille-Spokane,Pacific Northwest Region,"ID,WA",3141.11
17010215,Priest,Pend Oreille,Kootenai-Pend Oreille-Spokane,Pacific Northwest Region,"CN,ID,WA",2541.2
17010216,Pend Oreille,Pend Oreille,Kootenai-Pend Oreille-Spokane,Pacific Northwest Region,"CN,ID,WA",4232.56
17010301,Upper Coeur d'Alene,Spokane,Kootenai-Pend Oreille-Spokane,Pacific Northwest Region,"ID,MT",2322.03
17010302,South Fork Coeur d'Alene,Spokane,Kootenai-Pend Oreille-Spokane,Pacific Northwest Region,"ID,MT",774.41
17010303,Coeur d'Alene Lake,Spokane,Kootenai-Pend Oreille-Spokane,Pacific Northwest Region,"ID,WA",1707.21
17010304,St. Joe,Spokane,Kootenai-Pend Oreille-Spokane,Pacific Northwest Region,"ID,MT",4780.72
17010305,Upper Spokane,Spokane,Kootenai-Pend Oreille-Spokane,Pacific Northwest Region,"ID,WA",1523.24
17010306,Hangman,Spokane,Kootenai-Pend Oreille-Spokane,Pacific Northwest Region,"ID,WA",1794.04
17010307,Lower Spokane,Spokane,Kootenai-Pend Oreille-Spokane,Pacific Northwest Region,WA,2312.96
17010308,Little Spokane,Spokane,Kootenai-Pend Oreille-Spokane,Pacific Northwest Region,"ID,WA",1836.93
17020001,Franklin D. Roosevelt Lake,Upper Columbia,Upper Columbia,Pacific Northwest Region,"CN,WA",10518.56
17020002,Kettle,Upper Columbia,Upper Columbia,Pacific Northwest Region,"CN,WA",10837.01
17020003,Colville,Upper Columbia,Upper Columbia,Pacific Northwest Region,WA,2635.28
17020004,Sanpoil,Upper Columbia,Upper Columbia,Pacific Northwest Region,WA,2541.32
17020005,Chief Joseph,Upper Columbia,Upper Columbia,Pacific Northwest Region,WA,3467.06
17020006,Okanogan,Upper Columbia,Upper Columbia,Pacific Northwest Region,"CN,WA",12120.92
17020007,Similkameen,Upper Columbia,Upper Columbia,Pacific Northwest Region,"CN,WA",9270.23
17020008,Methow,Upper Columbia,Upper Columbia,Pacific Northwest Region,WA,4710.87
17020009,Lake Chelan,Upper Columbia,Upper Columbia,Pacific Northwest Region,WA,2415.14
17020010,Upper Columbia-Entiat,Upper Columbia,Upper Columbia,Pacific Northwest Region,WA,3878.95
17020011,Wenatchee,Upper Columbia,Upper Columbia,Pacific Northwest Region,WA,3440.91
17020012,Moses Coulee,Upper Columbia,Upper Columbia,Pacific Northwest Region,WA,2410.05
17020013,Upper Crab,Upper Columbia,Upper Columbia,Pacific Northwest Region,WA,4810.35
17020014,Banks Lake,Upper Columbia,Upper Columbia,Pacific Northwest Region,WA,1595.57
17020015,Lower Crab,Upper Columbia,Upper Columbia,Pacific Northwest Region,WA,6425.25
17020016,Upper Columbia-Priest Rapids,Upper Columbia,Upper Columbia,Pacific Northwest Region,WA,5413.91
17020017,Headwaters Columbia River,Upper Columbia,Upper Columbia,Pacific Northwest Region,CN,
17020018,Canoe River-McNaughton Lake,Upper Columbia,Upper Columbia,Pacific Northwest Region,CN,
17020019,McNaughton Lake-Columbia River,Upper Columbia,Upper Columbia,Pacific Northwest Region,CN,
17020020,Goldstream River-Columbia River,Upper Columbia,Upper Columbia,Pacific Northwest Region,CN,
17020021,Upper Arrow Lake-Columbia River,Upper Columbia,Upper Columbia,Pacific Northwest Region,CN,
17030001,Upper Yakima,Yakima,Yakima,Pacific Northwest Region,WA,5539.82
17030002,Naches,Yakima,Yakima,Pacific Northwest Region,WA,2860.6
17030003,Lower Yakima,Yakima,Yakima,Pacific Northwest Region,WA,7527.74
17040101,Snake Headwaters,Snake Headwaters,Upper Snake,Pacific Northwest Region,WY,4431.08
17040102,Gros Ventre,Snake Headwaters,Upper Snake,Pacific Northwest Region,WY,1617.33
17040103,Greys-Hoback,Snake Headwaters,Upper Snake,Pacific Northwest Region,"ID,WY",4096.91
17040104,Palisades,Snake Headwaters,Upper Snake,Pacific Northwest Region,"ID,WY",2405.9
17040105,Salt,Snake Headwaters,Upper Snake,Pacific Northwest Region,"ID,WY",2308.83
17040201,Idaho Falls,Upper Snake,Upper Snake,Pacific Northwest Region,ID,1413.35
17040202,Upper Henrys,Upper Snake,Upper Snake,Pacific Northwest Region,"ID,MT,WY",2838.31
17040203,Lower Henrys,Upper Snake,Upper Snake,Pacific Northwest Region,"ID,WY",2915.05
17040204,Teton,Upper Snake,Upper Snake,Pacific Northwest Region,"ID,WY",2885.92
17040205,Willow,Upper Snake,Upper Snake,Pacific Northwest Region,ID,1791.84
17040206,American Falls,Upper Snake,Upper Snake,Pacific Northwest Region,ID,5592.98
17040207,Blackfoot,Upper Snake,Upper Snake,Pacific Northwest Region,ID,3290.3
17040208,Portneuf,Upper Snake,Upper Snake,Pacific Northwest Region,ID,4344.0
17040209,Lake Walcott,Upper Snake,Upper Snake,Pacific Northwest Region,ID,8702.4
17040210,Raft,Upper Snake,Upper Snake,Pacific Northwest Region,"ID,UT",3819.77
17040211,Goose,Upper Snake,Upper Snake,Pacific Northwest Region,"ID,NV,UT",2795.91
17040212,Upper Snake-Rock,Upper Snake,Upper Snake,Pacific Northwest Region,ID,6602.16
17040213,Salmon Falls,Upper Snake,Upper Snake,Pacific Northwest Region,"ID,NV",5680.83
17040214,Beaver-Camas,Upper Snake,Upper Snake,Pacific Northwest Region,"ID,MT",3288.95
17040215,Medicine Lodge,Upper Snake,Upper Snake,Pacific Northwest Region,"ID,MT",3006.29
17040216,Birch,Upper Snake,Upper Snake,Pacific Northwest Region,"ID,MT",1573.57
17040217,Little Lost,Upper Snake,Upper Snake,Pacific Northwest Region,ID,2495.87
17040218,Big Lost,Upper Snake,Upper Snake,Pacific Northwest Region,ID,6354.82
17040219,Big Wood,Upper Snake,Upper Snake,Pacific Northwest Region,ID,3713.98
17040220,Camas,Upper Snake,Upper Snake,Pacific Northwest Region,ID,1779.73
17040221,Little Wood,Upper Snake,Upper Snake,Pacific Northwest Region,ID,3163.82
17050101,C.J. Strike Reservoir,Middle Snake-Boise,Middle Snake,Pacific Northwest Region,ID,5392.26
17050102,Bruneau,Middle Snake-Boise,Middle Snake,Pacific Northwest Region,"ID,NV",8749.32
17050103,Middle Snake-Succor,Middle Snake-Boise,Middle Snake,Pacific Northwest Region,"ID,OR",6065.24
17050104,Upper Owyhee,Middle Snake-Boise,Middle Snake,Pacific Northwest Region,"ID,NV",5551.67
17050105,South Fork Owyhee,Middle Snake-Boise,Middle Snake,Pacific Northwest Region,"ID,NV,OR",4856.41
17050106,East Little Owyhee,Middle Snake-Boise,Middle Snake,Pacific Northwest Region,"ID,NV,OR",2395.72
17050107,Middle Owyhee,Middle Snake-Boise,Middle Snake,Pacific Northwest Region,"ID,NV,OR",3872.36
17050108,Jordan,Middle Snake-Boise,Middle Snake,Pacific Northwest Region,"ID,OR",3385.43
17050109,Crooked-Rattlesnake,Middle Snake-Boise,Middle Snake,Pacific Northwest Region,OR,3443.02
17050110,Lower Owyhee,Middle Snake-Boise,Middle Snake,Pacific Northwest Region,OR,5116.41
17050111,North and Middle Forks Boise,Middle Snake-Boise,Middle Snake,Pacific Northwest Region,ID,1967.91
17050112,Boise-Mores,Middle Snake-Boise,Middle Snake,Pacific Northwest Region,ID,1608.32
17050113,South Fork Boise,Middle Snake-Boise,Middle Snake,Pacific Northwest Region,ID,3383.57
17050114,Lower Boise,Middle Snake-Boise,Middle Snake,Pacific Northwest Region,ID,3440.77
17050115,Middle Snake-Payette,Middle Snake-Boise,Middle Snake,Pacific Northwest Region,"ID,OR",751.55
17050116,Upper Malheur,Middle Snake-Boise,Middle Snake,Pacific Northwest Region,OR,6289.23
17050117,Lower Malheur,Middle Snake-Boise,Middle Snake,Pacific Northwest Region,OR,2456.62
17050118,Bully,Middle Snake-Boise,Middle Snake,Pacific Northwest Region,OR,1517.64
17050119,Willow,Middle Snake-Boise,Middle Snake,Pacific Northwest Region,OR,1967.57
17050120,South Fork Payette,Middle Snake-Boise,Middle Snake,Pacific Northwest Region,ID,2124.11
17050121,Middle Fork Payette,Middle Snake-Boise,Middle Snake,Pacific Northwest Region,ID,877.76
17050122,Payette,Middle Snake-Boise,Middle Snake,Pacific Northwest Region,ID,3171.15
17050123,North Fork Payette,Middle Snake-Boise,Middle Snake,Pacific Northwest Region,ID,2402.45
17050124,Weiser,Middle Snake-Boise,Middle Snake,Pacific Northwest Region,ID,4363.65
17050201,Brownlee Reservoir,Middle Snake-Powder,Middle Snake,Pacific Northwest Region,"ID,OR",3374.69
17050202,Burnt,Middle Snake-Powder,Middle Snake,Pacific Northwest Region,OR,2847.53
17050203,Powder,Middle Snake-Powder,Middle Snake,Pacific Northwest Region,OR,4423.37
17060101,Hells Canyon,Lower Snake,Lower Snake,Pacific Northwest Region,"ID,OR",1402.25
17060102,Imnaha,Lower Snake,Lower Snake,Pacific Northwest Region,OR,2203.18
17060103,Lower Snake-Asotin,Lower Snake,Lower Snake,Pacific Northwest Region,"ID,OR,WA",1803.4
17060104,Upper Grande Ronde,Lower Snake,Lower Snake,Pacific Northwest Region,OR,4238.11
17060105,Wallowa,Lower Snake,Lower Snake,Pacific Northwest Region,OR,2471.17
17060106,Lower Grande Ronde,Lower Snake,Lower Snake,Pacific Northwest Region,"OR,WA",3932.5
17060107,Lower Snake-Tucannon,Lower Snake,Lower Snake,Pacific Northwest Region,"ID,WA",3778.7
17060108,Palouse,Lower Snake,Lower Snake,Pacific Northwest Region,"ID,WA",6018.4
17060109,Rock,Lower Snake,Lower Snake,Pacific Northwest Region,"ID,WA",2473.29
17060110,Lower Snake,Lower Snake,Lower Snake,Pacific Northwest Region,WA,1876.94
17060201,Upper Salmon,Salmon,Lower Snake,Pacific Northwest Region,ID,6279.48
17060202,Pahsimeroi,Salmon,Lower Snake,Pacific Northwest Region,ID,2150.78
17060203,Middle Salmon-Panther,Salmon,Lower Snake,Pacific Northwest Region,"ID,MT",4718.54
17060204,Lemhi,Salmon,Lower Snake,Pacific Northwest Region,"ID,MT",3267.12
17060205,Upper Middle Fork Salmon,Salmon,Lower Snake,Pacific Northwest Region,ID,3889.59
17060206,Lower Middle Fork Salmon,Salmon,Lower Snake,Pacific Northwest Region,ID,3562.59
17060207,Middle Salmon-Chamberlain,Salmon,Lower Snake,Pacific Northwest Region,"ID,MT",4435.67
17060208,South Fork Salmon,Salmon,Lower Snake,Pacific Northwest Region,ID,3393.69
17060209,Lower Salmon,Salmon,Lower Snake,Pacific Northwest Region,ID,3056.82
17060210,Little Salmon,Salmon,Lower Snake,Pacific Northwest Region,ID,1493.87
17060301,Upper Selway,Clearwater,Lower Snake,Pacific Northwest Region,"ID,MT",2548.96
17060302,Lower Selway,Clearwater,Lower Snake,Pacific Northwest Region,"ID,MT",2659.14
17060303,Lochsa,Clearwater,Lower Snake,Pacific Northwest Region,"ID,MT",3060.21
17060304,Middle Fork Clearwater,Clearwater,Lower Snake,Pacific Northwest Region,ID,565.55
17060305,South Fork Clearwater,Clearwater,Lower Snake,Pacific Northwest Region,ID,3052.4
17060306,Clearwater,Clearwater,Lower Snake,Pacific Northwest Region,"ID,WA",6102.02
17060307,Upper North Fork Clearwater,Clearwater,Lower Snake,Pacific Northwest Region,"ID,MT",3358.12
17060308,Lower North Fork Clearwater,Clearwater,Lower Snake,Pacific Northwest Region,ID,2971.73
17070101,Middle Columbia-Lake Wallula,Middle Columbia,Middle Columbia,Pacific Northwest Region,"OR,WA",6644.5
17070102,Walla Walla,Middle Columbia,Middle Columbia,Pacific Northwest Region,"OR,WA",4600.97
17070103,Umatilla,Middle Columbia,Middle Columbia,Pacific Northwest Region,OR,6541.57
17070104,Willow,Middle Columbia,Middle Columbia,Pacific Northwest Region,OR,2246.61
17070105,Middle Columbia-Hood,Middle Columbia,Middle Columbia,Pacific Northwest Region,"OR,WA",5592.14
17070106,Klickitat,Middle Columbia,Middle Columbia,Pacific Northwest Region,WA,3501.91
17070201,Upper John Day,John Day,Middle Columbia,Pacific Northwest Region,OR,5540.2
17070202,North Fork John Day,John Day,Middle Columbia,Pacific Northwest Region,OR,4787.41
17070203,Middle Fork John Day,John Day,Middle Columbia,Pacific Northwest Region,OR,2051.84
17070204,Lower John Day,John Day,Middle Columbia,Pacific Northwest Region,OR,8155.46
17070301,Upper Deschutes,Deschutes,Middle Columbia,Pacific Northwest Region,OR,5579.65
17070302,Little Deschutes,Deschutes,Middle Columbia,Pacific Northwest Region,OR,2725.92
17070303,Beaver-South Fork,Deschutes,Middle Columbia,Pacific Northwest Region,OR,3964.34
17070304,Upper Crooked,Deschutes,Middle Columbia,Pacific Northwest Region,OR,2993.92
17070305,Lower Crooked,Deschutes,Middle Columbia,Pacific Northwest Region,OR,4786.99
17070306,Lower Deschutes,Deschutes,Middle Columbia,Pacific Northwest Region,OR,5946.02
17070307,Trout,Deschutes,Middle Columbia,Pacific Northwest Region,OR,1792.71
17080001,Lower Columbia-Sandy,Lower Columbia,Lower Columbia,Pacific Northwest Region,"OR,WA",2264.49
17080002,Lewis,Lower Columbia,Lower Columbia,Pacific Northwest Region,WA,2715.35
17080003,Lower Columbia-Clatskanie,Lower Columbia,Lower Columbia,Pacific Northwest Region,"OR,WA",2978.15
17080004,Upper Cowlitz,Lower Columbia,Lower Columbia,Pacific Northwest Region,WA,2655.3
17080005,Lower Cowlitz,Lower Columbia,Lower Columbia,Pacific Northwest Region,WA,3757.3
17080006,Lower Columbia,Lower Columbia,Lower Columbia,Pacific Northwest Region,"OR,WA",1756.26
17090001,Middle Fork Willamette,Willamette,Willamette,Pacific Northwest Region,OR,3540.44
17090002,Coast Fork Willamette,Willamette,Willamette,Pacific Northwest Region,OR,1726.16
17090003,Upper Willamette,Willamette,Willamette,Pacific Northwest Region,OR,4849.49
17090004,Mckenzie,Willamette,Willamette,Pacific Northwest Region,OR,3468.3
17090005,North Santiam,Willamette,Willamette,Pacific Northwest Region,OR,1978.73
17090006,South Santiam,Willamette,Willamette,Pacific Northwest Region,OR,2696.79
17090007,Middle Willamette,Willamette,Willamette,Pacific Northwest Region,OR,1841.4
17090008,Yamhill,Willamette,Willamette,Pacific Northwest Region,OR,1998.92
17090009,Molalla-Pudding,Willamette,Willamette,Pacific Northwest Region,OR,2267.72
17090010,Tualatin,Willamette,Willamette,Pacific Northwest Region,OR,1836.16
17090011,Clackamas,Willamette,Willamette,Pacific Northwest Region,OR,2441.42
17090012,Lower Willamette,Willamette,Willamette,Pacific Northwest Region,OR,1042.61
17100101,Hoh-Quillayute,Washington Coastal,Oregon-Washington Coastal,Pacific Northwest Region,WA,3907.31
17100102,Queets-Quinault,Washington Coastal,Oregon-Washington Coastal,Pacific Northwest Region,WA,3530.95
17100103,Upper Chehalis,Washington Coastal,Oregon-Washington Coastal,Pacific Northwest Region,WA,3363.91
17100104,Lower Chehalis,Washington Coastal,Oregon-Washington Coastal,Pacific Northwest Region,WA,2119.92
17100105,Grays Harbor,Washington Coastal,Oregon-Washington Coastal,Pacific Northwest Region,WA,1520.73
17100106,Willapa Bay,Washington Coastal,Oregon-Washington Coastal,Pacific Northwest Region,"OR,WA",3282.29
17100201,Necanicum,Northern Oregon Coastal,Oregon-Washington Coastal,Pacific Northwest Region,OR,820.02
17100202,Nehalem,Northern Oregon Coastal,Oregon-Washington Coastal,Pacific Northwest Region,OR,2213.88
17100203,Wilson-Trusk-Nestuccu,Northern Oregon Coastal,Oregon-Washington Coastal,Pacific Northwest Region,OR,2949.03
17100204,Siletz-Yaquina,Northern Oregon Coastal,Oregon-Washington Coastal,Pacific Northwest Region,OR,2270.87
17100205,Alsea,Northern Oregon Coastal,Oregon-Washington Coastal,Pacific Northwest Region,OR,2174.5
17100206,Siuslaw,Northern Oregon Coastal,Oregon-Washington Coastal,Pacific Northwest Region,OR,2007.33
17100207,Siltcoos,Northern Oregon Coastal,Oregon-Washington Coastal,Pacific Northwest Region,OR,570.69
17100301,North Umpqua,Southern Oregon Coastal,Oregon-Washington Coastal,Pacific Northwest Region,OR,3558.18
17100302,South Umpqua,Southern Oregon Coastal,Oregon-Washington Coastal,Pacific Northwest Region,OR,4664.95
17100303,Umpqua,Southern Oregon Coastal,Oregon-Washington Coastal,Pacific Northwest Region,OR,3917.2
17100304,Coos,Southern Oregon Coastal,Oregon-Washington Coastal,Pacific Northwest Region,OR,2299.19
17100305,Coquille,Southern Oregon Coastal,Oregon-Washington Coastal,Pacific Northwest Region,OR,2738.31
17100306,Sixes,Southern Oregon Coastal,Oregon-Washington Coastal,Pacific Northwest Region,OR,1948.73
17100307,Upper Rogue,Southern Oregon Coastal,Oregon-Washington Coastal,Pacific Northwest Region,OR,4183.39
17100308,Middle Rogue,Southern Oregon Coastal,Oregon-Washington Coastal,Pacific Northwest Region,OR,2285.25
17100309,Applegate,Southern Oregon Coastal,Oregon-Washington Coastal,Pacific Northwest Region,"CA,OR",1994.3
17100310,Lower Rogue,Southern Oregon Coastal,Oregon-Washington Coastal,Pacific Northwest Region,OR,2349.67
17100311,Illinois,Southern Oregon Coastal,Oregon-Washington Coastal,Pacific Northwest Region,"CA,OR",2564.12
17100312,Chetco,Southern Oregon Coastal,Oregon-Washington Coastal,Pacific Northwest Region,"CA,OR",2007.02
17110001,Sumas River,Puget Sound,Puget Sound,Pacific Northwest Region,"CN,WA",1621.89
17110002,Strait of Georgia,Puget Sound,Puget Sound,Pacific Northwest Region,"CN,WA",2866.83
17110003,San Juan Islands,Puget Sound,Puget Sound,Pacific Northwest Region,"CN,WA",3130.08
17110004,Nooksack,Puget Sound,Puget Sound,Pacific Northwest Region,"CN,WA",2639.26
17110005,Upper Skagit,Puget Sound,Puget Sound,Pacific Northwest Region,"CN,WA",5205.51
17110006,Sauk,Puget Sound,Puget Sound,Pacific Northwest Region,WA,1896.86
17110007,Lower Skagit,Puget Sound,Puget Sound,Pacific Northwest Region,WA,1173.82
17110008,Stillaguamish,Puget Sound,Puget Sound,Pacific Northwest Region,WA,1818.76
17110009,Skykomish,Puget Sound,Puget Sound,Pacific Northwest Region,WA,2156.48
17110010,Snoqualmie,Puget Sound,Puget Sound,Pacific Northwest Region,WA,1788.75
17110011,Snohomish,Puget Sound,Puget Sound,Pacific Northwest Region,WA,768.69
17110012,Lake Washington,Puget Sound,Puget Sound,Pacific Northwest Region,WA,1572.35
17110013,Duwamish,Puget Sound,Puget Sound,Pacific Northwest Region,WA,1257.91
17110014,Puyallup,Puget Sound,Puget Sound,Pacific Northwest Region,WA,2550.7
17110015,Nisqually,Puget Sound,Puget Sound,Pacific Northwest Region,WA,1991.42
17110016,Deschutes,Puget Sound,Puget Sound,Pacific Northwest Region,WA,442.17
17110017,Skokomish,Puget Sound,Puget Sound,Pacific Northwest Region,WA,634.47
17110018,Hood Canal,Puget Sound,Puget Sound,Pacific Northwest Region,WA,2459.09
17110019,Puget Sound,Puget Sound,Puget Sound,Pacific Northwest Region,WA,6354.5
17110020,Dungeness-Elwha,Puget Sound,Puget Sound,Pacific Northwest Region,"CN,WA",4233.59
17110021,Crescent-Hoko,Puget Sound,Puget Sound,Pacific Northwest Region,"CN,WA",6393.69
17120001,Harney-Malheur Lakes,Oregon Closed Basins,Oregon Closed Basins,Pacific Northwest Region,OR,3761.91
17120002,Silvies,Oregon Closed Basins,Oregon Closed Basins,Pacific Northwest Region,OR,3414.37
17120003,Donner und Blitzen,Oregon Closed Basins,Oregon Closed Basins,Pacific Northwest Region,OR,2045.47
17120004,Silver,Oregon Closed Basins,Oregon Closed Basins,Pacific Northwest Region,OR,4361.23
17120005,Summer Lake,Oregon Closed Basins,Oregon Closed Basins,Pacific Northwest Region,OR,10708.85
17120006,Lake Abert,Oregon Closed Basins,Oregon Closed Basins,Pacific Northwest Region,OR,2670.94
17120007,Warner Lakes,Oregon Closed Basins,Oregon Closed Basins,Pacific Northwest Region,"CA,NV,OR",4908.91
17120008,Guano,Oregon Closed Basins,Oregon Closed Basins,Pacific Northwest Region,"NV,OR",7713.35
17120009,Alvord Lake,Oregon Closed Basins,Oregon Closed Basins,Pacific Northwest Region,"NV,OR",5558.31
18010101,Smith,Northern California Coastal,Klamath-Northern California Coastal,California Region,"CA,OR",2539.81
18010102,Mad-Redwood,Northern California Coastal,Klamath-Northern California Coastal,California Region,CA,3684.31
18010103,Upper Eel,Northern California Coastal,Klamath-Northern California Coastal,California Region,CA,1836.51
18010104,Middle Fork Eel,Northern California Coastal,Klamath-Northern California Coastal,California Region,CA,1951.32
18010105,Lower Eel,Northern California Coastal,Klamath-Northern California Coastal,California Region,CA,3962.9
18010106,South Fork Eel,Northern California Coastal,Klamath-Northern California Coastal,California Region,CA,1785.08
18010107,Mattole,Northern California Coastal,Klamath-Northern California Coastal,California Region,CA,1935.72
18010108,Big-Navarro-Garcia,Northern California Coastal,Klamath-Northern California Coastal,California Region,CA,4150.54
18010109,Gualala-Salmon,Northern California Coastal,Klamath-Northern California Coastal,California Region,CA,1435.99
18010110,Russian,Northern California Coastal,Klamath-Northern California Coastal,California Region,CA,3845.97
18010201,Williamson,Klamath,Klamath-Northern California Coastal,California Region,OR,3725.91
18010202,Sprague,Klamath,Klamath-Northern California Coastal,California Region,OR,4170.92
18010203,Upper Klamath Lake,Klamath,Klamath-Northern California Coastal,California Region,OR,1875.17
18010204,Lost,Klamath,Klamath-Northern California Coastal,California Region,"CA,OR",7833.03
18010205,Butte,Klamath,Klamath-Northern California Coastal,California Region,"CA,OR",1572.4
18010206,Upper Klamath,Klamath,Klamath-Northern California Coastal,California Region,"CA,OR",3686.65
18010207,Shasta,Klamath,Klamath-Northern California Coastal,California Region,CA,2056.52
18010208,Scott,Klamath,Klamath-Northern California Coastal,California Region,CA,2108.68
18010209,Lower Klamath,Klamath,Klamath-Northern California Coastal,California Region,"CA,OR",3966.44
18010210,Salmon,Klamath,Klamath-Northern California Coastal,California Region,CA,1945.85
18010211,Trinity,Klamath,Klamath-Northern California Coastal,California Region,CA,5277.64
18010212,South Fork Trinity,Klamath,Klamath-Northern California Coastal,California Region,CA,2414.19
18020001,Goose Lake,Upper Sacramento,Sacramento,California Region,"CA,OR",2818.23
18020002,Upper Pit,Upper Sacramento,Sacramento,California Region,CA,6944.27
18020003,Lower Pit,Upper Sacramento,Sacramento,California Region,CA,6830.36
18020004,McCloud,Upper Sacramento,Sacramento,California Region,CA,1763.33
18020005,Sacramento Headwaters,Upper Sacramento,Sacramento,California Region,CA,1533.37
18020104,Sacramento-Stone Corral,Lower Sacramento,Sacramento,California Region,CA,4879.88
18020111,Lower American,Lower Sacramento,Sacramento,California Region,CA,757.62
18020115,Upper Stony,Lower Sacramento,Sacramento,California Region,CA,2011.92
18020116,Upper Cache,Lower Sacramento,Sacramento,California Region,CA,3017.49
18020121,North Fork Feather,Lower Sacramento,Sacramento,California Region,CA,3137.62
18020122,East Branch North Fork Feather,Lower Sacramento,Sacramento,California Region,CA,2661.57
18020123,Middle Fork Feather,Lower Sacramento,Sacramento,California Region,CA,3534.68
18020125,Upper Yuba,Lower Sacramento,Sacramento,California Region,CA,3483.36
18020126,Upper Bear,Lower Sacramento,Sacramento,California Region,CA,1228.41
18020128,North Fork American,Lower Sacramento,Sacramento,California Region,CA,2622.72
18020129,South Fork American,Lower Sacramento,Sacramento,California Region,CA,2200.55
18020151,Cow Creek,Lower Sacramento,Sacramento,California Region,CA,1107.17
18020152,Cottonwood Creek,Lower Sacramento,Sacramento,California Region,CA,2444.02
18020153,Battle Creek,Lower Sacramento,Sacramento,California Region,CA,956.54
18020154,Clear Creek-Sacramento River,Lower Sacramento,Sacramento,California Region,CA,1775.78
18020155,Paynes Creek-Sacramento River,Lower Sacramento,Sacramento,California Region,CA,1097.16
18020156,Thomes Creek-Sacramento River,Lower Sacramento,Sacramento,California Region,CA,2613.02
18020157,Big Chico Creek-Sacramento River,Lower Sacramento,Sacramento,California Region,CA,2466.27
18020158,Butte Creek,Lower Sacramento,Sacramento,California Region,CA,2122.89
18020159,Honcut Headwaters-Lower Feather,Lower Sacramento,Sacramento,California Region,CA,2004.41
18020161,Upper Coon-Upper Auburn,Lower Sacramento,Sacramento,California Region,CA,1124.1
18020162,Upper Putah,Lower Sacramento,Sacramento,California Region,CA,1694.45
18020163,Lower Sacramento,Lower Sacramento,Sacramento,California Region,CA,3181.96
18030001,Upper Kern,Tulare-Buena Vista Lakes,Tulare-Buena Vista Lakes,California Region,CA,2829.47
18030002,South Fork Kern,Tulare-Buena Vista Lakes,Tulare-Buena Vista Lakes,California Region,CA,2541.36
